,Date,Open,High,Low,Close,Volume,volume_change,stock_change,comment_volume,polarity_avg,subjectivity_avg
82,5/3/2021,7.55,7.57,7.31,7.43,1131315,-0.14996881832730988,-0.004021447721179658,0,0.0,0.0
83,5/4/2021,7.31,7.32,6.94,7.16,2883462,1.5487702364063058,-0.036339165545087426,0,0.0,0.0
84,5/5/2021,7.15,7.19,6.97,7.04,1692881,-0.41289984053890777,-0.016759776536312863,0,0.0,0.0
85,5/6/2021,7.0,7.0,6.67,6.87,2408379,0.42265109006480667,-0.02414772727272726,0,0.0,0.0
86,5/7/2021,6.88,7.35,6.88,7.28,2377697,-0.01273968922665411,0.05967976710334791,0,0.0,0.0
87,5/10/2021,7.15,7.29,7.02,7.02,1653380,-0.3046296479324321,-0.0357142857142858,0,0.0,0.0
88,5/11/2021,6.83,7.25,6.74,7.19,2151735,0.3014158874547896,0.024216524216524333,0,0.0,0.0
89,5/12/2021,7.08,7.14,6.78,6.78,2487719,0.15614562202129909,-0.05702364394993047,0,0.0,0.0
90,5/13/2021,6.87,6.89,6.29,6.44,4282123,0.7213049383792944,-0.05014749262536871,0,0.0,0.0
91,5/14/2021,6.5,6.81,6.38,6.75,2254227,-0.4735725713623826,0.04813664596273286,0,0.0,0.0
92,5/17/2021,6.66,6.94,6.5,6.87,1943119,-0.13801094565897756,0.017777777777777795,0,0.0,0.0
93,5/18/2021,6.88,7.0,6.69,6.87,1251808,-0.35577388724005066,0.0,0,0.0,0.0
94,5/19/2021,6.7,6.79,6.46,6.59,2138422,0.7082667629540632,-0.04075691411935957,0,0.0,0.0
95,5/20/2021,6.6,6.72,6.51,6.69,1313195,-0.38590465305725435,0.015174506828528155,0,0.0,0.0
96,5/21/2021,6.76,7.13,6.64,6.71,2640643,1.0108536812887652,0.0029895366218235533,0,0.0,0.0
